,departamento,lat,lon,empleo,clae2,clae2_desc,empleo_rep
280154,Pilar,-34.415,-58.974,e. 500+,20,Fabricación de sustancias químicas,500
280155,Pilar,-34.452,-58.933,a. 1-9,20,Fabricación de sustancias químicas,5
280156,Pilar,-34.438,-58.792,a. 1-9,20,Fabricación de sustancias químicas,5
280157,Quilmes,-34.719,-58.246,a. 1-9,20,Fabricación de sustancias químicas,5
280158,Quilmes,-34.719,-58.246,a. 1-9,20,Fabricación de sustancias químicas,5
280159,Quilmes,-34.752,-58.31,a. 1-9,20,Fabricación de sustancias químicas,5
280160,San Isidro,-34.466,-58.556,a. 1-9,20,Fabricación de sustancias químicas,5
280161,San Isidro,-34.466,-58.556,b. 10-49,20,Fabricación de sustancias químicas,25
280162,San Isidro,-34.515,-58.554,a. 1-9,20,Fabricación de sustancias químicas,5
280163,San Isidro,-34.508,-58.548,a. 1-9,20,Fabricación de sustancias químicas,5
280164,Tigre,-34.482,-58.629,a. 1-9,20,Fabricación de sustancias químicas,5
280165,Tres de Febrero,-34.62,-58.575,b. 10-49,20,Fabricación de sustancias químicas,25
280166,Tres de Febrero,-34.574,-58.59,a. 1-9,20,Fabricación de sustancias químicas,5
280167,Vicente López,-34.513,-58.525,d. 200-499,20,Fabricación de sustancias químicas,350
280168,Vicente López,-34.513,-58.525,c. 50-199,20,Fabricación de sustancias químicas,125
280169,Vicente López,-34.514,-58.516,a. 1-9,20,Fabricación de sustancias químicas,5
280170,Vicente López,-34.513,-58.525,b. 10-49,20,Fabricación de sustancias químicas,25
280171,Vicente López,-34.512,-58.525,e. 500+,20,Fabricación de sustancias químicas,500
280172,Vicente López,-34.513,-58.525,c. 50-199,20,Fabricación de sustancias químicas,125
280767,Avellaneda,-34.684,-58.336,a. 1-9,20,Fabricación de sustancias químicas,5
280768,Comuna 1,-34.607,-58.364,b. 10-49,20,Fabricación de sustancias químicas,25
280769,Comuna 1,-34.614,-58.39,a. 1-9,20,Fabricación de sustancias químicas,5
280770,Comuna 13,-34.564,-58.462,a. 1-9,20,Fabricación de sustancias químicas,5
280771,Comuna 14,-34.575,-58.439,a. 1-9,20,Fabricación de sustancias químicas,5
280772,Comuna 15,-34.601,-58.458,a. 1-9,20,Fabricación de sustancias químicas,5
280773,Comuna 4,-34.641,-58.394,b. 10-49,20,Fabricación de sustancias químicas,25
280774,Escobar,-34.341,-58.788,a. 1-9,20,Fabricación de sustancias químicas,5
280775,Florencio Varela,-34.836,-58.209,a. 1-9,20,Fabricación de sustancias químicas,5
280776,General San Martín,-34.555,-58.531,a. 1-9,20,Fabricación de sustancias químicas,5
280777,General San Martín,-34.554,-58.532,a. 1-9,20,Fabricación de sustancias químicas,5
280778,Moreno,-34.657,-58.817,a. 1-9,20,Fabricación de sustancias químicas,5
280779,Moreno,-34.657,-58.817,b. 10-49,20,Fabricación de sustancias químicas,25
280780,Vicente López,-34.544,-58.521,a. 1-9,20,Fabricación de sustancias químicas,5
280781,Vicente López,-34.539,-58.508,a. 1-9,20,Fabricación de sustancias químicas,5
280782,Comuna 10,-34.632,-58.479,a. 1-9,20,Fabricación de sustancias químicas,5
280783,Comuna 13,-34.554,-58.446,a. 1-9,20,Fabricación de sustancias químicas,5
280784,Comuna 4,-34.636,-58.357,b. 10-49,20,Fabricación de sustancias químicas,25
280785,General San Martín,-34.574,-58.532,a. 1-9,20,Fabricación de sustancias químicas,5
280786,Morón,-34.659,-58.602,a. 1-9,20,Fabricación de sustancias químicas,5
280787,San Fernando,-34.434,-58.559,a. 1-9,20,Fabricación de sustancias químicas,5
280788,San Isidro,-34.5,-58.542,a. 1-9,20,Fabricación de sustancias químicas,5
280789,San Isidro,-34.5,-58.542,a. 1-9,20,Fabricación de sustancias químicas,5
280790,Tres de Febrero,-34.614,-58.532,a. 1-9,20,Fabricación de sustancias químicas,5
280791,Tres de Febrero,-34.612,-58.577,a. 1-9,20,Fabricación de sustancias químicas,5
280792,Vicente López,-34.523,-58.524,a. 1-9,20,Fabricación de sustancias químicas,5
280793,Vicente López,-34.506,-58.479,a. 1-9,20,Fabricación de sustancias químicas,5
280930,Avellaneda,-34.689,-58.335,c. 50-199,86,Servicios de salud humana,125
280931,Avellaneda,-34.665,-58.363,c. 50-199,86,Servicios de salud humana,125
280932,Berazategui,-34.792,-58.216,b. 10-49,86,Servicios de salud humana,25
280933,Comuna 1,-34.633,-58.39,c. 50-199,86,Servicios de salud humana,125
280934,Comuna 1,-34.601,-58.386,a. 1-9,86,Servicios de salud humana,5
280935,Comuna 11,-34.605,-58.506,c. 50-199,86,Servicios de salud humana,125
280936,Comuna 2,-34.586,-58.399,b. 10-49,86,Servicios de salud humana,25
280937,Comuna 4,-34.633,-58.391,a. 1-9,86,Servicios de salud humana,5
280938,Comuna 5,-34.634,-58.411,c. 50-199,86,Servicios de salud humana,125
280939,Comuna 5,-34.602,-58.417,b. 10-49,86,Servicios de salud humana,25
280940,Comuna 6,-34.62,-58.43,b. 10-49,86,Servicios de salud humana,25
280941,Comuna 7,-34.631,-58.459,c. 50-199,86,Servicios de salud humana,125
280942,Florencio Varela,-34.811,-58.287,b. 10-49,86,Servicios de salud humana,25
280943,General San Martín,-34.579,-58.537,a. 1-9,86,Servicios de salud humana,5
280944,General San Martín,-34.575,-58.539,a. 1-9,86,Servicios de salud humana,5
280945,General San Martín,-34.575,-58.539,a. 1-9,86,Servicios de salud humana,5
280946,Ituzaingó,-34.638,-58.693,c. 50-199,86,Servicios de salud humana,125
280947,Ituzaingó,-34.648,-58.659,a. 1-9,86,Servicios de salud humana,5
280948,Ituzaingó,-34.626,-58.693,c. 50-199,86,Servicios de salud humana,125
280949,La Matanza,-34.647,-58.571,b. 10-49,86,Servicios de salud humana,25
280950,La Matanza,-34.654,-58.57,c. 50-199,86,Servicios de salud humana,125
280951,La Matanza,-34.662,-58.531,b. 10-49,86,Servicios de salud humana,25
280952,La Matanza,-34.652,-58.563,b. 10-49,86,Servicios de salud humana,25
280953,La Matanza,-34.654,-58.57,a. 1-9,86,Servicios de salud humana,5
280954,La Plata,-34.942,-57.946,b. 10-49,86,Servicios de salud humana,25
280955,La Plata,-34.902,-57.965,b. 10-49,86,Servicios de salud humana,25
280956,La Plata,-34.903,-57.966,b. 10-49,86,Servicios de salud humana,25
280957,La Plata,-34.934,-57.937,b. 10-49,86,Servicios de salud humana,25
280958,La Plata,-34.898,-57.958,b. 10-49,86,Servicios de salud humana,25
280959,La Plata,-34.91,-57.944,b. 10-49,86,Servicios de salud humana,25
280960,La Plata,-34.908,-57.962,b. 10-49,86,Servicios de salud humana,25
280961,La Plata,-34.864,-58.05,b. 10-49,86,Servicios de salud humana,25
280962,Lanús,-34.694,-58.397,b. 10-49,86,Servicios de salud humana,25
280963,Lanús,-34.707,-58.382,c. 50-199,86,Servicios de salud humana,125
280964,Lomas de Zamora,-34.78,-58.395,b. 10-49,86,Servicios de salud humana,25
280965,Lomas de Zamora,-34.778,-58.393,b. 10-49,86,Servicios de salud humana,25
280966,Lomas de Zamora,-34.758,-58.394,b. 10-49,86,Servicios de salud humana,25
280967,Luján,-34.561,-59.127,c. 50-199,86,Servicios de salud humana,125
280968,Morón,-34.608,-58.596,c. 50-199,86,Servicios de salud humana,125
280969,Pilar,-34.459,-58.76,b. 10-49,86,Servicios de salud humana,25
280970,Pilar,-34.456,-58.792,b. 10-49,86,Servicios de salud humana,25
280971,Quilmes,-34.778,-58.314,b. 10-49,86,Servicios de salud humana,25
280972,Quilmes,-34.743,-58.284,c. 50-199,86,Servicios de salud humana,125
280973,Quilmes,-34.743,-58.284,a. 1-9,86,Servicios de salud humana,5
280974,Quilmes,-34.755,-58.288,b. 10-49,86,Servicios de salud humana,25
280975,Quilmes,-34.772,-58.295,b. 10-49,86,Servicios de salud humana,25
280976,Quilmes,-34.708,-58.284,c. 50-199,86,Servicios de salud humana,125
280977,Quilmes,-34.753,-58.284,b. 10-49,86,Servicios de salud humana,25
280978,San Fernando,-34.441,-58.562,a. 1-9,86,Servicios de salud humana,5
280979,San Fernando,-34.441,-58.562,b. 10-49,86,Servicios de salud humana,25
280980,San Isidro,-34.492,-58.502,a. 1-9,86,Servicios de salud humana,5
280981,San Isidro,-34.492,-58.502,a. 1-9,86,Servicios de salud humana,5
280982,Tres de Febrero,-34.628,-58.573,c. 50-199,86,Servicios de salud humana,125
280983,Vicente López,-34.533,-58.531,a. 1-9,86,Servicios de salud humana,5
280984,Vicente López,-34.533,-58.531,b. 10-49,86,Servicios de salud humana,25
280985,Vicente López,-34.532,-58.531,a. 1-9,86,Servicios de salud humana,5
280986,Vicente López,-34.532,-58.531,a. 1-9,86,Servicios de salud humana,5
280987,Vicente López,-34.53,-58.53,a. 1-9,86,Servicios de salud humana,5
280988,Vicente López,-34.533,-58.531,a. 1-9,86,Servicios de salud humana,5
280989,Vicente López,-34.533,-58.531,b. 10-49,86,Servicios de salud humana,25
280990,Vicente López,-34.531,-58.531,a. 1-9,86,Servicios de salud humana,5
280991,Vicente López,-34.533,-58.531,a. 1-9,86,Servicios de salud humana,5
280992,Vicente López,-34.532,-58.497,b. 10-49,86,Servicios de salud humana,25
280993,Vicente López,-34.533,-58.531,b. 10-49,86,Servicios de salud humana,25
280994,Vicente López,-34.532,-58.531,a. 1-9,86,Servicios de salud humana,5
280995,Vicente López,-34.53,-58.53,a. 1-9,86,Servicios de salud humana,5
280996,Vicente López,-34.521,-58.541,b. 10-49,86,Servicios de salud humana,25
280997,Vicente López,-34.533,-58.532,a. 1-9,86,Servicios de salud humana,5
281611,Avellaneda,-34.69,-58.355,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281612,Avellaneda,-34.678,-58.34,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281613,Avellaneda,-34.659,-58.38,c. 50-199,52,Almacenamiento y actividades de apoyo al transporte,125
281614,Avellaneda,-34.658,-58.365,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281615,Avellaneda,-34.66,-58.378,c. 50-199,52,Almacenamiento y actividades de apoyo al transporte,125
281616,Avellaneda,-34.657,-58.372,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281617,Avellaneda,-34.643,-58.355,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281618,Avellaneda,-34.663,-58.339,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281619,Avellaneda,-34.673,-58.38,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281620,Avellaneda,-34.675,-58.334,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281621,Avellaneda,-34.654,-58.364,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281622,Avellaneda,-34.714,-58.334,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281623,Avellaneda,-34.646,-58.337,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281624,Avellaneda,-34.673,-58.389,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281625,Berazategui,-34.768,-58.218,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281626,Berazategui,-34.755,-58.21,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281627,Berazategui,-34.9,-58.172,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281628,Berazategui,-34.786,-58.254,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281629,Berazategui,-34.783,-58.223,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281630,Berisso,-34.88,-57.9,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281631,Brandsen,-35.17,-58.24,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281632,Campana,-34.16,-58.92,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281633,Campana,-34.16,-58.94,c. 50-199,52,Almacenamiento y actividades de apoyo al transporte,125
281634,Campana,-34.21,-58.93,c. 50-199,52,Almacenamiento y actividades de apoyo al transporte,125
281635,Campana,-34.16,-58.95,c. 50-199,52,Almacenamiento y actividades de apoyo al transporte,125
281636,Comuna 1,-34.627,-58.371,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281637,Comuna 1,-34.606,-58.362,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281638,Comuna 1,-34.578,-58.387,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281639,Comuna 1,-34.611,-58.366,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281640,Comuna 1,-34.614,-58.374,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281641,Comuna 1,-34.601,-58.388,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281642,Comuna 1,-34.606,-58.376,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281643,Comuna 1,-34.605,-58.376,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281644,Comuna 1,-34.627,-58.378,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281645,Comuna 1,-34.609,-58.392,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281646,Comuna 1,-34.601,-58.375,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281647,Comuna 1,-34.612,-58.375,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281648,Comuna 1,-34.612,-58.378,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281649,Comuna 1,-34.612,-58.375,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281650,Comuna 1,-34.604,-58.386,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281651,Comuna 1,-34.627,-58.373,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281652,Comuna 1,-34.603,-58.376,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281653,Comuna 1,-34.613,-58.38,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281654,Comuna 1,-34.616,-58.378,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281655,Comuna 1,-34.588,-58.372,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281656,Comuna 1,-34.611,-58.382,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281657,Comuna 1,-34.605,-58.379,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281658,Comuna 1,-34.604,-58.387,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281659,Comuna 1,-34.609,-58.375,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281660,Comuna 1,-34.613,-58.376,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281661,Comuna 1,-34.612,-58.375,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281662,Comuna 1,-34.611,-58.387,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281663,Comuna 1,-34.609,-58.376,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281664,Comuna 1,-34.606,-58.377,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281665,Comuna 1,-34.607,-58.374,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281666,Comuna 1,-34.601,-58.369,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281667,Comuna 1,-34.6,-58.369,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281668,Comuna 1,-34.601,-58.392,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281669,Comuna 1,-34.617,-58.368,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281670,Comuna 1,-34.609,-58.378,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281671,Comuna 1,-34.599,-58.386,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281672,Comuna 1,-34.605,-58.375,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281673,Comuna 1,-34.606,-58.378,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281674,Comuna 1,-34.616,-58.377,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281675,Comuna 1,-34.605,-58.371,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281676,Comuna 1,-34.601,-58.376,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281677,Comuna 1,-34.59,-58.38,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281678,Comuna 1,-34.605,-58.376,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281679,Comuna 1,-34.602,-58.371,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281680,Comuna 11,-34.605,-58.469,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281681,Comuna 11,-34.614,-58.461,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281682,Comuna 12,-34.577,-58.482,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281683,Comuna 12,-34.574,-58.501,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281684,Comuna 13,-34.558,-58.45,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281685,Comuna 13,-34.553,-58.469,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281686,Comuna 13,-34.569,-58.458,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281687,Comuna 13,-34.561,-58.449,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281688,Comuna 13,-34.547,-58.461,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281689,Comuna 13,-34.557,-58.448,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281690,Comuna 13,-34.558,-58.451,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281691,Comuna 13,-34.558,-58.461,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281692,Comuna 13,-34.558,-58.461,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281693,Comuna 14,-34.596,-58.423,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281694,Comuna 14,-34.589,-58.413,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281695,Comuna 14,-34.586,-58.409,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281696,Comuna 14,-34.591,-58.429,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281697,Comuna 14,-34.567,-58.435,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281698,Comuna 14,-34.576,-58.43,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281699,Comuna 14,-34.58,-58.407,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281700,Comuna 14,-34.575,-58.441,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281701,Comuna 14,-34.579,-58.413,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281702,Comuna 14,-34.576,-58.418,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281703,Comuna 14,-34.59,-58.431,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281704,Comuna 15,-34.605,-58.439,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281705,Comuna 15,-34.586,-58.47,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281706,Comuna 15,-34.594,-58.492,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281707,Comuna 15,-34.592,-58.476,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281708,Comuna 2,-34.593,-58.397,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281709,Comuna 2,-34.59,-58.399,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281710,Comuna 2,-34.576,-58.389,c. 50-199,52,Almacenamiento y actividades de apoyo al transporte,125
281711,Comuna 3,-34.617,-58.406,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281712,Comuna 3,-34.623,-58.397,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281713,Comuna 3,-34.612,-58.411,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281714,Comuna 3,-34.612,-58.411,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281715,Comuna 4,-34.642,-58.419,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281716,Comuna 4,-34.651,-58.404,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281717,Comuna 4,-34.641,-58.399,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281718,Comuna 4,-34.647,-58.365,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281719,Comuna 4,-34.633,-58.402,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281720,Comuna 4,-34.654,-58.37,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281721,Comuna 4,-34.652,-58.384,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281722,Comuna 4,-34.646,-58.361,c. 50-199,52,Almacenamiento y actividades de apoyo al transporte,125
281723,Comuna 4,-34.651,-58.372,c. 50-199,52,Almacenamiento y actividades de apoyo al transporte,125
281724,Comuna 4,-34.639,-58.413,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281725,Comuna 4,-34.634,-58.376,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281726,Comuna 4,-34.633,-58.355,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281727,Comuna 4,-34.637,-58.378,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281728,Comuna 4,-34.638,-58.399,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281729,Comuna 4,-34.643,-58.39,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281730,Comuna 4,-34.64,-58.371,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281731,Comuna 4,-34.649,-58.385,c. 50-199,52,Almacenamiento y actividades de apoyo al transporte,125
281732,Comuna 4,-34.653,-58.427,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281733,Comuna 4,-34.649,-58.391,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281734,Comuna 4,-34.637,-58.378,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281735,Comuna 4,-34.627,-58.366,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281736,Comuna 4,-34.648,-58.367,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281737,Comuna 4,-34.653,-58.406,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281738,Comuna 4,-34.647,-58.362,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281739,Comuna 4,-34.646,-58.408,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281740,Comuna 4,-34.651,-58.422,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281741,Comuna 4,-34.631,-58.377,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281742,Comuna 4,-34.631,-58.377,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281743,Comuna 4,-34.66,-58.425,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281744,Comuna 4,-34.654,-58.42,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281745,Comuna 4,-34.644,-58.4,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281746,Comuna 4,-34.651,-58.391,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281747,Comuna 4,-34.655,-58.382,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281748,Comuna 4,-34.641,-58.398,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281749,Comuna 4,-34.655,-58.392,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281750,Comuna 5,-34.61,-58.419,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281751,Comuna 5,-34.606,-58.418,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281752,Comuna 5,-34.611,-58.429,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281753,Comuna 5,-34.62,-58.418,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281754,Comuna 5,-34.614,-58.43,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281755,Comuna 6,-34.617,-58.442,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281756,Comuna 6,-34.626,-58.45,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281757,Comuna 6,-34.61,-58.445,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281758,Comuna 7,-34.622,-58.469,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281759,Comuna 7,-34.638,-58.47,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281760,Comuna 7,-34.65,-58.457,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281761,Comuna 7,-34.63,-58.446,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281762,Comuna 7,-34.632,-58.473,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281763,Comuna 8,-34.67,-58.439,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281764,Comuna 8,-34.689,-58.471,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281765,Comuna 8,-34.661,-58.425,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281766,Comuna 8,-34.67,-58.439,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281767,Comuna 8,-34.663,-58.432,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281768,Comuna 8,-34.692,-58.464,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281769,Comuna 8,-34.664,-58.433,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281770,Comuna 9,-34.646,-58.518,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281771,Comuna 9,-34.662,-58.494,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281772,Ensenada,-34.86,-57.91,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281773,Ensenada,-34.86,-57.91,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281774,Ensenada,-34.86,-57.91,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281775,Ensenada,-34.86,-57.91,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281776,Ensenada,-34.86,-57.91,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281777,Ensenada,-34.85,-57.91,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281778,Ensenada,-34.86,-57.91,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281779,Ensenada,-34.86,-57.91,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281780,Escobar,-34.431,-58.713,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281781,Escobar,-34.41,-58.734,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281782,Escobar,-34.442,-58.714,d. 200-499,52,Almacenamiento y actividades de apoyo al transporte,350
281783,Escobar,-34.361,-58.807,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281784,Escobar,-34.411,-58.734,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281785,Escobar,-34.425,-58.722,b. 10-49,52,Almacenamiento y actividades de apoyo al transporte,25
281786,Escobar,-34.411,-58.734,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
281787,Escobar,-34.407,-58.73,a. 1-9,52,Almacenamiento y actividades de apoyo al transporte,5
